"","Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10"
"1",-0.191546804302654,-0.594454852207436,0.85977775899007,0.00853562827877929,-0.395092648170424,-0.0746065547493145,0.0831359755623226,-0.636760521929642,-0.591922328468395,-0.243033369920516
"2",-0.111400345616599,-1.03122084959709,-0.60363030203619,1.07888133698106,-0.0519212860402489,-0.660616170845941,-0.500506369235255,0.537407446149882,0.171736367154611,-0.268112241809953
"3",0.650402219973779,0.836151198789719,2.80844086803173,1.25774214747764,-0.906474381356932,-0.303254643526331,-1.06142033085973,0.348189478631936,0.686145145968814,1.17149128346943
"4",-1.94406604392891,0.811309737879764,-0.616169752534864,0.225713859034167,0.546849319785186,0.317908536574912,0.204142379144716,0.724337144347044,-0.073702861848255,0.338478627748824
"5",-1.0264954974153,-0.401755614274578,-1.36774117180437,-1.85343922659168,1.11435702872932,-0.586057760487787,1.55741817416661,0.774384826282877,-1.55454629556261,0.503807711615851
"6",1.73490347133093,-0.966052306846961,0.348872541382813,0.260163861649153,0.666859490246219,-0.0466938911160759,0.095251574296007,-0.460366704913242,1.45979176260962,0.496336834477841
"7",1.08299285093634,1.07840653836649,1.34065218527322,1.33983195038201,-0.16224426446038,-0.999867403896763,-0.169252252432666,0.2857756788143,-0.439494125682211,-0.509928624021695
"8",-3.32372108791958,0.606473241627565,-0.0624964908516578,-0.0709846200411115,0.555222202326072,0.202617095198209,0.430522862921868,-0.73139827222806,0.381985205493598,-0.883115619445817
"9",-0.0156788108650527,-0.801603298602739,1.18571670399031,0.400386087585711,-0.115813426063629,-0.229540636114511,-1.36259338545962,-0.0531085014465721,-0.00908485894862152,0.326848859834517
"10",1.12147632936557,-0.366020385217339,1.15771367946549,-0.800115891514976,0.158522997355087,-0.512867007480451,0.933238325542611,0.49378172138923,0.796948938040266,0.453938849170807
"11",-0.234785585044106,-1.38895910377763,-0.129989010194701,-0.55760483434411,-0.983577644797828,-0.226062280326568,-0.226612623328546,-0.181820366453594,-0.134786990541722,0.631320593078814
"12",-0.247035839877642,1.07397763564411,-0.181134805824991,-0.340609310216598,-1.71053657292242,0.809147159300048,-0.197448982321601,-1.49575459485321,-1.70406664657986,0.11716392914278
"13",2.32298852532591,-0.0863712304274582,1.02970700202208,1.16308815484339,0.971533035863152,0.585642641464833,-1.46854887145612,-1.64995180032413,0.634880390780492,0.207229519332858
"14",-0.203631441517736,1.19511313897051,0.850459419380698,-1.83604167574396,-2.3550937797082,0.346179633942707,1.71374371837909,0.572450762599237,-0.408753031380417,0.287662008548201
"15",3.30214291215324,-2.82669884195452,-2.62730127518448,1.03243570405235,-1.13907089716605,0.840404521452509,0.955715457521098,1.77291979188442,0.166907660979939,1.57975262474432
"16",0.324410748127983,1.17727939683073,1.40548128800106,-0.706462345036193,0.594596847448538,-0.869903569455085,-0.320051165108276,0.267487916161197,-0.577456445860448,-0.356444348271208
"17",0.741616029764923,0.419315771839517,1.5579024572602,0.269567304759181,0.0345250817752612,-0.86531752670099,0.448554174042016,0.965578065463937,-0.624247978699922,-0.0369959760353653
"18",0.5355020441039,-0.18503446268319,-0.432052650652938,-0.910368042669659,-0.668890494252988,-0.104075323596927,0.0946387688954486,-0.0314834912360984,0.860143158386428,-0.633037224932785
"19",-0.504284831794661,0.708651911049689,0.640975401774948,-0.330951707726655,-1.4659209594488,0.700651311261539,0.287235292506468,0.648744493448672,-0.513135226077375,-0.0385042945242802
"20",-2.62663588152222,-0.126295406701549,0.369243302565235,0.978956629985794,-0.421820803135317,-0.669352323462075,0.0130984877221162,-0.176266968718633,0.337199986374506,-0.693099459412776
"21",-0.10790040850455,0.209096605912886,1.15195791754463,1.27789301981736,-0.847775637381482,0.0718683428018016,-0.0616929812039418,0.739729153234229,-0.447341363399542,-0.655746522433993
"22",0.0450495040219278,-0.481746735957905,-0.448389096540602,-1.12060640203177,-0.557411926261971,-0.1333295539072,-0.307909899208698,0.504143978090566,0.398371368435203,-1.45507259821652
"23",2.73324482474314,2.50202299944886,0.13568412527154,0.589775133843276,0.360872073611072,-0.663857502310678,2.13563074260276,-0.310691647014674,-0.0440224619353215,0.610116757606548
"24",0.0362897316988782,0.730393893480812,0.872185438824268,-0.131933146622021,-0.254516887404551,-1.31126771762667,-1.15053667136101,-0.144795055140022,0.854920189446578,0.198988103464859
"25",-0.0718994389963807,-1.44912841440165,-0.314666703258203,0.311675836928056,0.458006430032026,-0.301803228299329,0.811094787932022,-0.960632802798503,-0.0752958809512522,-0.232415694942535
"26",0.0818663669075027,0.306205260336879,-0.293257944669888,0.169897388310477,0.0183926600531287,-1.13669283951051,0.0356082371443398,0.902051836613777,0.0427637504163693,-0.488959604857437
"27",1.33587939181131,0.000991541647284183,0.0513427970870365,1.22267568896588,0.321426443682652,-0.53456343730366,-0.319567006177973,0.433662953417127,0.394867226197402,0.121921668969648
"28",0.269442266303248,1.59486508526523,-1.90405861642635,1.25003949759555,-0.329639747155442,0.221512942473911,-1.65000137124043,-0.170241884622002,0.516303902413647,0.990400328707637
"29",-0.635493474117327,0.868580371237986,0.801877204341128,0.472997605581051,0.0603382546794349,0.213924299944119,-1.05044192613165,1.15262944541209,-0.0123053212585874,1.26334330480668
"30",0.812819069782761,0.073180522568213,-0.223553405033618,-0.917676872423596,1.08326397360146,-1.58530659348222,0.29730995852972,0.80066359377662,0.648601278519583,0.994614911453694
"31",-1.12517032110248,0.555616759549214,-1.00567214977982,-0.450524932638042,-1.70435432279124,0.891920554547325,-1.03591831319069,1.65778099456971,-0.00867348355429642,-0.153090226091154
"32",-0.620064030492908,-0.530212151651927,-0.245594525203125,-0.314749040346123,-0.135392596606612,-0.798313891091894,-0.157323253001691,0.0222320394377466,0.793835763114499,0.0598246974489625
"33",0.901776057655384,-0.449368585274183,-0.79254248521547,1.30955342031969,-0.317174871509033,-0.567426572844482,0.235646086893192,0.683122658394808,0.337979397703138,-1.02045326441355
"34",0.469741105960995,-2.3207612236313,-0.654770339683497,3.30512860845173,-0.425283172530162,-0.297199647309821,1.02232397413008,-0.604142420884471,0.321316912344399,0.151852171260813
"35",-1.73803667446665,0.475673307855308,0.995955411587772,-0.202810104949194,-0.529333186945757,1.21571586872056,0.0449454406233626,0.523139878348338,-0.85462814659507,1.11574426638918
