"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78"
"1",0,2.39209633038585,3.61389894880433,3.07237746811766,3.8910130037974,3.07329483990797,2.78917170275864,3.31982465811219,1.77276380484923,2.63082698272295,1.71494957212461,2.8175156945929,3.75808908058096,3.64792804020879,5.49878774308691,2.44599472928411,2.36163259604799,2.33804831067786,2.22317983915146,2.7325734263477,2.09207202307248,2.53814678872394,4.88971006264954,2.50126820983393,1.86008822621311,2.45417031470004,2.75157733205809,4.30288336232652,2.99756268012481,3.49402098558243,3.74904989906773,2.03885081965099,2.94478612840123,3.9532290880851,2.79492785870814,3.08499336428509,4.99753992045755,3.01906706162691,3.14784029858577,2.10510071489553,5.61871092153417,1.83221199031268,3.95287646000831,3.07392982517023,1.4835382259476,2.71822646984129,3.10556343306352,2.06171417080274,3.0651649286734,3.1651894343833,3.11016090415209,1.95103229787918,3.22406564562007,6.2807273023192,2.66721158438261,4.29515014099328,4.7229493017306,3.03103873851669,1.80580403074232,2.68895935012574,2.33206894718778,1.87684291899039,2.10360733773353,3.66070037600707,4.09339009914791,3.84160378894101,2.66543870644348,3.31353448127085,1.56064095972108,2.50715829742604,2.12177795124336,6.14961954793784,3.07444741644827,3.59496360826901,3.52424505846776,3.26149434073998,4.97083400458655,4.63014342371382
"2",2.39209633038585,0,4.15791534385135,2.89963617829847,4.23012851168379,2.95686149668192,3.04145458025451,3.75733713472529,2.20238704159773,3.2652511122901,2.26618024676288,4.21924861788054,4.04814725505609,4.94825294863089,4.44370468143431,3.40427033419999,3.02063582726252,2.46226233478488,3.24593705714345,2.69689631975598,2.42187019168698,2.46880738182736,5.28226394794838,2.63146683267707,2.20657138220784,1.74513189176045,1.9465084754523,3.42260275888855,3.0223089755944,3.18732621863553,3.37902878829914,1.70596103457904,1.56801949919396,3.04320975676193,3.88229369265257,3.20032077280151,6.32061656315124,2.51356460739153,2.9334592807605,2.44112394351805,5.66064970001308,2.2226841897282,4.6958714366669,4.26589590620753,2.17392157904311,3.64215542126057,3.94123765207739,2.6513664136816,3.22538182622343,3.34197869398064,3.13158844701906,2.32523649520893,2.74414391417339,6.69470221418112,2.83182782490564,4.47837794122403,3.41205600638459,3.09617710305925,1.92344200263161,3.15504612765138,3.13846378040525,2.68208887760995,2.90528661627343,4.29597127307354,4.27105464321253,3.56016142081385,3.72876859658859,4.06561528255506,2.28887775197108,2.75237826757386,2.38572263098366,5.12079878253311,2.58024650470319,3.75316565673698,3.6135466249021,2.90252858053653,4.97516860030783,5.22041230410291
"3",3.61389894880433,4.15791534385135,0,4.71547386950762,6.53077751164929,3.89541193801529,2.7556501716716,5.58011849215807,2.8003633034485,3.57272432412485,4.16925245485731,4.7873765002085,3.81124308421067,4.84422121608134,6.4865710551923,3.4528450729562,2.94692082893599,4.37720267986462,3.62390667175391,4.56945497996434,2.94193108794158,4.88769648972889,5.02048056847048,2.80928616076962,4.82587433546628,4.01323959082121,3.27393863368991,4.65425771125503,2.75445390346985,4.4842420492567,4.9138739542717,4.08724717229935,4.42948089233953,5.26049084677189,3.95293409819355,4.93718759378075,6.62419556250031,5.80968727120818,3.82970652848591,4.04653958854209,5.97098328349211,3.30309073106747,4.23338955192826,5.25419933790663,3.68107394425177,4.00205696988042,3.53997776207955,4.87656657717223,4.66597839687388,5.12293603548335,5.20720297926834,3.7720598025545,4.32178903092944,7.73871900629063,3.3036594426814,6.05032680950921,6.34643706579209,5.00700144481469,3.96285638220035,4.05070886417073,4.25789646455264,3.45824696417764,4.6579765345558,4.60313922048937,5.65971792238763,6.60343108404513,4.89002783261773,4.82627052038206,4.2175595169709,4.1867399738038,3.13450915353272,7.99545372641861,4.10644411410723,4.95426126553701,4.89871402624488,5.32687869593943,6.17567651143129,5.66617172635343
"4",3.07237746811766,2.89963617829847,4.71547386950762,0,3.22231959634055,4.36516867131211,3.9598454193178,2.1684178703915,3.44548107933076,3.87601415080121,3.22189044468383,3.86149289538291,5.33626278445335,4.19997681059786,5.98963829950871,3.40674441092583,3.51613748204065,3.35954243669395,2.71397023056394,2.48056521117295,3.10796811151672,3.40979188121185,5.30463802068846,3.41855911825501,3.29511827854387,2.62874631769894,3.53192748613356,3.58599254581434,2.43121865064448,3.61795700782943,2.94231236476788,2.55735633276697,3.55580438629495,4.85201983842761,2.36287323109344,2.00125942205765,7.08286850569636,3.62717870692813,4.43591339143228,2.55290240990185,6.02888646200646,2.79657765202398,3.69510569562781,3.7124906410637,3.17350234639454,3.63681990246865,4.88494659799218,2.73545850666565,4.08879584410734,4.56572165208196,3.80035184447272,2.3719900178318,2.18443919564285,6.75591358509781,2.97261627547289,4.53344894326485,3.1150235533333,4.49672727511701,2.80783452972442,3.18851784062012,3.68554179398735,2.70392382142434,2.89939702140885,2.17377660594861,3.8853407206268,3.74145045731826,4.04598936270706,3.39059074476642,2.92544067489035,4.59153379153344,2.54814385165221,5.15736807963516,4.32562243111797,3.28754716621097,1.62144304464919,2.26570511566059,4.32027993029168,4.68124760058659
"5",3.8910130037974,4.23012851168379,6.53077751164929,3.22231959634055,0,5.0791157432193,5.25988685453568,3.89145614527469,4.78777281661053,4.12100295605524,3.75554148007266,4.72382409275384,6.47904885205411,4.47177735988905,6.20203624398655,3.95191929550268,4.26677463584901,3.92919274991105,4.14925299471824,4.47727186065434,4.89649847089271,3.81514125156509,5.69236048435942,4.72550180818059,3.59709334893763,3.56694463928387,4.81324067849237,5.5544711713927,4.57918042992362,3.49009001291305,4.65615225400171,3.54802518637972,4.68220880588858,6.10514031410758,4.12259992928039,3.0998576854101,5.87732012620864,3.7164602838784,5.23155069312418,3.56618114357906,7.00048749740816,4.32600323276896,5.59037852553043,4.3967548951728,4.38082291017314,3.61953666297671,5.73228311337939,2.90922343463416,4.17123363472994,5.16053489030595,3.20176587897702,3.71059222815708,3.73405409847766,7.3880088153591,4.5714216898437,4.75476829486094,4.75263495498173,4.14983319083524,3.63865098010117,3.76715855205562,4.31292666524636,3.69065933167564,3.31988143314503,4.19710108571913,5.69206354625294,4.27293763951202,4.76180339601413,3.66559274930483,3.29800502021131,5.0895140969201,4.69851159007596,4.9556878059843,5.26961217918708,4.94388519777787,3.50119164606157,3.20900031343925,4.74663750751303,5.46245551287522
"6",3.07329483990797,2.95686149668192,3.89541193801529,4.36516867131211,5.0791157432193,0,3.47262469570758,5.13465779882376,2.86900309560073,2.13262490756364,3.13463405317764,4.95272552535433,2.55726947230005,5.16664496239769,4.23407596708256,3.59759053214581,3.31618691649602,2.63410759153018,4.14530825609011,4.65472599616637,3.71614310953397,3.47061790105217,4.27932935150904,2.99112263254706,2.67968211227415,3.19030604543156,2.06438726103209,4.24396986656451,3.82386201703072,2.81364549307522,5.03672122133019,2.78928375481999,2.95996352910277,3.84853958698437,4.75518242730867,4.43101782868614,5.20347540850515,3.73045778289446,2.88902349972256,3.98147899500414,5.24999974602609,3.01289907163463,4.38914457704196,4.58560234236963,3.48865798173906,2.80684997061113,4.22004724219624,3.41626945063576,3.0150590808685,2.72609227551105,3.32941741570871,2.58531553045111,3.51667371114944,6.94704908077459,3.01000523145384,4.89344600037045,5.94270734861116,2.79199290688379,2.81861784361833,2.57063461072135,3.12654309649524,2.85208345172403,4.29469887135805,4.73523183697527,5.25020146146117,5.28981807389277,4.88796122987033,4.30818712215176,2.6305770697718,2.05126471356593,3.23615765508399,5.46590390177364,2.92689390120668,5.08763163285069,4.39615271889862,4.10901369115326,5.05836548275169,3.69057069461029
"7",2.78917170275864,3.04145458025451,2.7556501716716,3.9598454193178,5.25988685453568,3.47262469570758,0,4.86537038397534,2.81663188816873,3.08466640435621,3.82669553736418,4.06220484289037,3.54071272626911,4.51441168850614,5.84050320931216,2.19160988091473,1.58049227780169,3.42283277490547,3.17335180301765,3.94932095698045,1.93898836592336,3.7351567170138,3.59614022355912,2.45363752973285,3.68213998891542,2.385272850619,1.95836510110465,4.06114725535236,3.04144594524803,3.5803182670804,4.53621315547794,3.38760457129193,2.71158278584622,4.43483750868004,4.15989536026976,4.17110646085489,5.84873333269382,4.59088702332556,2.24660114341397,3.22580374037846,4.83622084465301,2.1656359031665,3.91622333991501,5.26107141841461,2.96787015083184,3.52217302675356,3.5009951196043,3.22551864275148,3.43579668413768,4.27991694879636,4.28866033030836,3.35662879380909,3.19875198481882,8.17875537641844,3.17937639541412,5.20951164494377,5.48364217268221,3.61912697903069,2.80717432628915,3.24405278286191,3.81593118400264,3.15073918582623,3.87505816774267,4.52605809125766,5.19509900172469,5.45497895478008,4.58494477053763,4.51405930446292,3.28672158081344,3.41816043264483,3.05061822539757,7.02281238291602,2.6579901578892,3.67516489001513,3.85951650005655,3.48743609816526,4.40834597655143,5.066630689732
"8",3.31982465811219,3.75733713472529,5.58011849215807,2.1684178703915,3.89145614527469,5.13465779882376,4.86537038397534,0,4.09558594275845,4.68480429606883,3.72523134732743,4.1975155519063,6.02186826302356,4.70476076402228,7.31265096832575,4.2061328682039,4.50790181561859,3.95900713413408,3.55107733882283,1.93033715915747,3.88173611547713,3.85514406186752,6.38064575110218,4.14264732162227,3.41396062965071,3.71465946459417,4.72719275165882,4.94779914628719,3.97274032119487,4.78168889952523,4.05867032449432,3.10748973326996,4.45688238269639,5.21198498533433,3.16522766665093,2.95029397746479,7.24598829318062,3.89868262896048,5.53834093414788,3.01407078628888,7.25057804159556,3.69960626732226,4.0838254179814,3.78652518686236,3.45547499836209,4.50072302980489,5.86614101194904,3.11976702783043,5.1410104432091,4.85117103978652,4.43935579195006,2.80528692878934,3.39140964193582,6.42022064136523,3.68751549279777,5.46671136199519,3.42730847395967,5.16253080027415,3.73957309028251,4.22952068241457,4.0699474771529,3.29698702675921,2.71887114311108,2.41669241496741,3.67545945572361,3.5410867642578,3.84036444128056,3.82744351788113,3.55308805093063,5.00921685986351,2.99677847185737,6.13802030960626,5.11541294085981,4.06847866661672,2.91191980296162,2.93149310279852,5.45298557377958,5.32889599136463
"9",1.77276380484923,2.20238704159773,2.8003633034485,3.44548107933076,4.78777281661053,2.86900309560073,2.81663188816873,4.09558594275845,0,2.90570312007826,2.08278563064083,3.79914658225439,3.23655920488895,4.64611109292886,5.45187284248659,2.69505479957875,2.59730692175052,2.86958811726917,2.92939063885628,3.1695465607943,2.30847443480472,3.0162260222186,5.47485030320675,1.98521207209909,2.80511451472204,2.69441562419577,2.41743024209508,3.96146693754202,2.33656908918152,3.44397004215299,3.76447118139941,2.23275974550238,3.16041404827013,4.14877903303423,3.15949929947858,3.15755372633898,5.31663560629767,3.75504395521248,2.91577695586254,2.80440762140853,5.64630259902285,2.34134372720924,4.21229720497101,3.90000729621389,2.33193586549984,2.90799957102888,2.79272622858415,3.21093048409359,3.38470376278215,3.72067289591602,3.07063949955599,2.16916715219973,3.08231401602799,6.15187091902781,2.97481006919908,4.42488420523586,4.56935241206311,3.62804875182966,2.38970920734034,2.95603053379532,3.04989501143498,2.27930841563051,2.84219110195384,4.04327473570875,4.73610076702273,4.5681619189373,3.32311241631947,3.68466454220737,2.14569239504214,2.68582972559281,2.15784427407379,6.0926635679502,2.58398240672412,4.08291841795456,3.86319594721991,3.97460897611674,5.85181073548797,5.20083425969414
"10",2.63082698272295,3.2652511122901,3.57272432412485,3.87601415080121,4.12100295605524,2.13262490756364,3.08466640435621,4.68480429606883,2.90570312007826,0,2.85624007177641,4.60514191701127,3.95723063409641,3.63851853724894,5.00609932271395,2.48316961548607,2.10182154508231,2.32368499110593,3.17060822363544,4.27822373966485,3.22739094219052,3.0019344952361,3.92540037333435,2.60588732766059,2.94144453323753,2.59286442470268,2.59263238427316,4.87705539118429,3.35103887703628,2.11636226599221,4.5548014204746,2.49814318286396,3.26263098667789,4.80388842192068,3.94044334430153,4.12893534932499,4.82821709251453,3.79379605814541,3.08953095546787,2.89990461634527,5.73960702770444,2.69169860033719,4.39838348563379,4.25140172365465,3.17500517371484,2.13647336367377,4.11333267998486,2.94703276738565,2.63273721818597,3.62656476264679,3.17704624087674,2.21847508599784,3.22985291970764,6.93265588697093,2.36570212303945,4.89386834075235,5.91151256865753,2.59957592726878,2.37715444778942,1.88740750057598,2.35391767303107,1.8260909862051,3.64121370678381,4.04719137465127,5.38729963799745,5.52908729894019,4.72801044669203,3.18484694096677,2.34557732156772,2.69060475976654,3.15901709578633,6.28523951113556,3.70750592016123,5.1043774267181,3.98232764799033,3.76075336924759,4.78261712151266,4.08561496487562
